ids,locations,buildings,level,sizeFeet,BuyPricePerFeet,rentPricePerFeet,numberOfRooms,numberOfSuite,AgeOfBuilding,usage
02bc70d4-9e86-4744-a265-48c01f95f734,屯門,好運洋樓 ,2,300,15000,,,,42,0.78
7759e6cf-3a5d-4316-baa1-367a8364cd10,山頂/南區,海天小築,,2503,59928,,4,2,40,0.78
dd4987b1-df2a-42fe-8587-e4a74b3f14bd,上水/粉嶺,御皇庭 2座 ,3,376,15957,,2,,13,0.72
57f2cbee-9e92-4d2f-8377-e50229ab0f7c,紅磡,昇御門 1座 ,2,609,21018,,2,,7,0.75
accff644-8ad0-4a62-a307-d19d4a3692e6,黃埔/海逸,黃埔花園 12期 銀竹苑 5座 ,3,729,18079,43,4,1,28,0.88
278d68d1-4e56-4914-8fe7-a75d6fb2c8f5,馬鞍山,嘉華星濤灣 2座 ,2,465,17204,,2,,15,0.73
0bd3b27c-8145-4e79-8f60-dcc88551c8f7,元朗,尚悅 10座 ,3,727,12104,25,,,6,0.73
70a88abf-4f8b-4a7f-a352-18909bba0263,錦繡/加州/葡萄園,牛潭尾路,,1206,70506,24,,,,
0f39418b-76e2-4c76-bc18-cba44b6d50b0,貝沙灣,貝沙灣 4期  南灣 1座 ,1,729,29492,,2,,14,0.81
13cdf608-6ab1-4d16-94e5-2dc7b9257399,紅磡,何文田山畔 1座 ,3,370,26486,,,,3,
0e58052c-b59b-418c-b57a-75cbbd591e5e,黃埔/海逸,海濱南岸 7座 ,3,432,19212,46,,,17,0.77
f84c0122-137e-41da-ac1f-96ec2ca5b684,大埔半山/康樂園,天賦海灣 1期 6座 ,1,1098,16393,,,,7,0.77
7a94cb36-772a-47e2-8ecf-53ba599096c1,海怡半島,海怡半島 2 期 怡暉閣 (13A座) ,3,614,17100,,,,26,0.81
8f2dce97-506f-476a-8df3-5eda5485ee9e,黃埔/海逸,黃埔花園 3期 翠楊苑 1座 ,1,681,17621,,2,1,32,0.88
1dbe2e5e-e495-49c4-b46c-1a7dfd875e3c,紅磡,何文田山畔 1座 ,3,590,24067,,,,3,
ff97ea56-9fe8-4448-beae-f2237a22cc94,東涌,昇薈 3座 ,1,963,15057,31,,,4,
fe19ae2c-e15c-47b1-b26b-b7d873fe8ad2,九龍站,Grand Austin 2座 ,1,1502,53262,,,,5,
fb3b138f-7d26-4d34-a869-02411f3dead4,鯉景/嘉亨/逸濤/西灣河,柏匯 ,1,209,26698,72,,,2,
1447ca5d-00d5-4e99-bc03-8be689035381,貝沙灣,貝沙灣 6期 8B座 ,3,1352,44378,,,,11,0.72
b3859912-f315-4f89-acd6-50b2874855c2,九龍塘/畢架山,碧華花園 4座 ,1,1607,28002,49,,,39,0.92
6f1b744d-79e0-42d1-b3c3-0380e56ed6a2,元朗,帝庭居 1期 5座,,566,12491,,,,16,0.77
2ae39c17-2f6b-4cd2-9f4e-79660594e5da,將軍澳,將軍澳廣場 2期 5座 ,1,454,37004,,2,,16,0.73
6999cd41-2c57-4c40-a205-14b7a17fa854,黃埔/海逸,黃埔花園 5期 青樺苑 9座 ,2,503,18290,,2,,32,0.87
93b71ed2-9751-45f5-9361-e98fdf2086d5,馬鞍山,新港城 5期 海濤居 3座 ,1,644,19875,36,,,23,0.78
a4958a1a-5fbb-4344-9575-0cfeaf90cf9f,香港仔/鴨脷洲,深灣9號 9座 ,3,1534,37157,,4,2,7,0.79
430850d2-ebb0-43a3-80aa-4f9da5ff31a1,深井/青山公路(屯門段),碧堤半島 2期 5座 ,1,818,15281,,,,13,0.78
775949c0-363f-4e7e-9fef-2e50d6097709,紅磡,何文田山畔 1座 ,3,369,29810,,,,3,
8280dd9b-c7e8-410a-b1aa-2551c12c52fd,紅磡,城中匯 ,2,413,19491,,,,4,
84ccabd0-9a0e-4f02-baa5-45f14d3cc468,長沙灣/深水埗,嘉裕居 ,2,305,19278,,,,17,0.63
8ada7870-651d-47f8-b01b-50587aa4fad9,堅尼地城/西營盤,曉譽 ,2,481,27858,,2,,5,0.72
fb768c8f-cbd7-4912-b634-07afc312ebe2,九龍站,The Austin 5座 ,3,646,30959,,,,5,
31e4c4e0-b550-413b-b565-626701843843,馬鞍山,迎海 2期 迎海‧星灣 21座 ,2,1414,19094,,4,2,5,
993b6c13-97d5-49ef-be37-e07707255c6d,九龍站,君臨天下 1座 ,2,1076,83643,,3,1,16,0.75
f0b308b1-d295-4d11-84b3-16c90979cbe5,深井/青山公路(屯門段),青山公路青龍頭段,,1077,36025,,4,1,46,0.67
bd00e59d-3115-4349-ad02-289a7c157ba5,火炭/沙田半山/九肚山,嘉御山 3座 ,2,1552,16623,,,,12,0.76
2d5eb8ce-1e9f-4daf-ab89-217c1e577b75,西半山,尚嶺 ,1,305,27868,,,,3,
1157db34-67c0-451f-b82d-0d037577a363,藍田/油塘,麗港城 1期 3座 ,3,517,15087,,2,,29,0.81
b4525a18-5fc5-4a95-914a-f72c7f9fc9a3,香港仔/鴨脷洲,南區．左岸 1座 ,3,1856,43110,,4,2,3,
3d981000-cdb5-425a-8726-2cdb93d2142b,黃埔/海逸,海濱南岸 2座 ,1,589,21222,46,3,,17,0.76
942f2c7d-b474-483b-931d-a3429745bf66,深井/青山公路(屯門段),浪濤灣 7座 ,1,1230,48780,,,,17,0.75
8e7da339-e9ce-49ee-8c6a-232c7a956157,西半山,寶翠園 2期 8座 ,1,1158,30224,,3,1,18,0.79
d3a55e9a-2083-4a35-937d-fa4caa23585c,西半山,寶翠園 2期 8座 ,1,1271,33044,,4,1,18,0.78
d720c31a-346c-48c7-afb8-18f4740c87e0,美孚/華景,美孚新邨 2期 吉利徑9-11號 ,1,705,14893,,3,1,47,
a84fd080-a9ac-4bd8-a179-4ce1e33254a6,麗城/青山公路(荃灣段),麗城花園 2期 1座 ,1,668,11826,,3,1,30,0.85
bea4f823-6d36-42c1-8a82-0258d6b68e41,鰂魚涌/康怡,海光苑 1座 ,2,489,14314,,,,32,0.85
a3f74f3d-b335-4ef6-b4b5-d4809e634005,旺角/油麻地,利奧坊‧曉岸  ,2,265,22641,,1,,2,
c2c878c6-89f2-4037-963f-e400f5c49987,鰂魚涌/康怡,華蘭花園 雅蘭閣 ,1,382,21151,,2,,34,0.8
6442ab73-9339-4cbb-ab26-799e57196f82,奧運站,港灣豪庭 1期 6座 ,1,344,19767,,,,16,0.68
c21c2a48-c079-40e6-9566-53a10d9fedca,啟德,嘉匯 5座,,358,42636,,,,1,
5cc4c78c-e3bd-4918-9faf-c0d0e766b9e1,東涌,藍天海岸,,1717,19219,,,,14,0.74
7368c65d-f53a-4adc-8251-79dbfeb4693a,屯門,瓏門 1期 1座 ,3,858,17482,,4,1,7,0.77
342916fd-196d-4f2b-ae87-96ed27ffdf1f,鰂魚涌/康怡,康怡花園 R座 (1-8室) ,1,466,18927,,2,,32,
e7026933-e33a-41ec-a973-9342d58b6389,青衣,藍澄灣 6座 ,2,488,13524,,2,,16,0.71
199a80d5-283e-46bc-b7bc-d8e060367ea3,長沙灣西,星匯居 2座 ,2,413,19079,,2,,11,0.74
a74de556-5de5-441d-b97c-3733f7c2a2ea,太古城,太古城 海景花園(西) 翠榕閣 (34座) ,1,1015,26403,,,,38,0.9
f1f70055-fee3-4c15-8055-badade99d366,天水圍,嘉湖山莊 2期 賞湖居 4座 ,3,633,9763,,,,26,0.78
032bb13d-eca9-4c98-b6d8-6fda1199f947,太古城,太古城 翠湖台 洞庭閣 (1座) ,3,580,17241,,2,,43,0.86
350edcfd-9266-4dd0-8fb8-b8ddbfdb7695,鯉景/嘉亨/逸濤/西灣河,鯉景灣 A 段 觀峰閣 (4座) ,3,536,20149,,1,,31,0.86
3a2a74a8-be26-4444-b22e-acf29b0f6bcf,香港仔/鴨脷洲,南灣 10座,,1072,22388,,,,9,0.8
de903633-06df-413a-843e-dc3c2e638b39,藍田/油塘,麗港城 2期 30座 ,3,517,14854,,2,,28,0.81
b153d3eb-4b27-40f9-8c6c-eaf7be2ec7d7,元朗,尚悅 5座 ,3,414,13285,,,,6,0.73
73ef8b5d-cd12-40c2-b09a-a6794dc3989e,何文田/京士柏,冠熹苑 ,2,601,12978,,3,,19,
4477846d-4cce-4ee7-93a0-6b64578479f9,屯門,大興花園 1期 3座 ,3,428,11214,,2,,30,0.79
d4297281-849e-4e29-b407-edd4db0970f3,跑馬地/東半山,箕璉閣,,1673,19007,41,3,1,60,0.8
23c172ec-3aa4-4c57-b636-d277e361ccf1,藍田/油塘,匯景花園 12座 ,2,612,15490,,,,28,0.78
d6193fb7-6323-4c07-99fb-268873b5e32c,上水/粉嶺,欣盛苑 欣麗閣 (B座) ,3,401,7231,,,,26,0.78
b8e3415e-4417-4cee-b367-c31863d0f1b3,長沙灣/深水埗,景翠苑 ,1,561,21390,39,2,,20,
017bf18f-796d-41e5-8c3f-38076ece2cb4,九龍站,御金‧國峰 7座 ,2,400,23750,,,,7,0.78
c2d120a3-ebe5-4b34-b9e3-165a02a111ca,旺角/油麻地,亮賢居 ,1,1169,18391,,3,1,11,0.72
05089955-d2ff-4822-9dfe-a3a5f1330ed5,麗城/青山公路(荃灣段),麗城花園 3期 2座 ,3,742,11590,,4,1,28,0.83
b7a3aadf-4734-4b96-b7d6-15b1425ec21b,北角/炮台山,港輝豪庭 ,3,531,18455,,3,,18,0.65
a0252280-a886-483b-b073-3efa126c53d6,上水/粉嶺,翠麗花園 3座 ,1,481,9355,,,,30,0.88
4d790ae8-38f7-441f-a800-f0e321df80fd,旺角/油麻地,利奧坊‧曉岸 2座 ,3,259,20772,57,1,,2,
8c278813-40ce-4ad1-9398-0c9a5ab66dcc,又一村/石硤尾,畢架山峰 3座 ,1,839,31942,,3,1,13,0.74
30053397-4692-4f7f-8733-4875851520fb,元朗,好順利大廈 1座 ,1,294,14455,,,,35,0.71
5c760fa0-c274-42dd-a773-20f286dfb3bb,大埔半山/康樂園,倚龍山莊  ,2,761,12220,,3,,23,0.8
c1a914b1-3913-4464-a95f-4453e4cf77be,大圍,名城 3期 盛世 3座 ,1,757,15852,42,,,8,0.76
37c0b43d-5898-4a3b-805e-991995132e35,九龍塘/畢架山,珍寶閣 ,3,1013,19545,,3,1,43,
f26b7c18-3900-4c23-a88b-8a21bc015fdc,大埔半山/康樂園,比華利山別墅 1期  ,3,2475,11313,,,,17,0.62
cf425136-3349-4c64-a923-38d36c3f0e88,荃灣,海濱花園 海銀閣 (4座) ,3,419,11933,,2,,31,0.79
c7283a27-f726-4360-9c4a-7102d927a773,鑽石山/黃大仙,峻弦 1座 ,3,1164,19759,,3,1,9,0.79
cb46b3f3-0532-4664-938b-90f264e24387,元朗,尚豪庭 2座 ,1,1279,18373,35,,,7,0.74
7c7176c3-2613-4c2f-af55-9d21d0f5e468,旺角/油麻地,亮賢居 ,2,503,17495,48,2,,11,0.71
e93f9b7a-fe9f-4117-88a3-69cd4767946c,屯門,龍成花園 3座 ,2,451,12195,,,,19,0.73
a2075a22-e22e-48ad-beba-a6cacccad826,元朗,爾巒,,1667,23995,,4,3,6,0.64
316f4104-d20e-4825-8735-7416f999e41e,元朗,Yoho Town 2期 7座 ,3,901,14761,,4,1,9,0.78
b3ff1d32-935a-47b2-a05e-34036bc4ec0d,上水/粉嶺,御皇庭 3座 ,2,376,12765,,2,,13,0.74
b0f552ad-08e2-4f3e-8cec-3cf56f930e76,藍田/油塘,康逸苑 康景閣 (A座) ,2,650,10584,,,,18,
4ce36c2a-8e77-4460-85b0-c7a2e9506e20,將軍澳,慧安園 4座 ,2,354,16949,,,,25,0.73
9d8d995c-a830-447e-933b-1cd6003bb193,北角/炮台山,健威花園 E座 ,2,446,17488,,2,,40,0.88
c30a34f5-f3a1-482e-a55c-94a7521101ad,天水圍,嘉湖山莊 5期 麗湖居 3座 ,3,630,10126,,,,23,0.78
63b79bfc-a647-4e28-9b97-4c819d5b8ee0,將軍澳,峻瀅 1期 6座 ,2,499,13827,,2,,6,0.76
e1cf9dde-84da-4764-aa4d-313a1f84771d,長沙灣西,星匯居 2座 ,3,522,15708,37,,,11,0.71
a8654232-e97a-47a3-95e6-1eb95ecfae94,元朗,尚悅 1座 ,2,660,10575,26,3,1,6,0.73
72db35cd-c94b-40a3-a164-9235ce286a32,大圍,金禧花園 5座 ,1,314,19108,,,,34,0.75
b64d6753-0718-475f-a7ac-11ae1a8acfeb,何文田/京士柏,青雲閣 ,2,484,21694,57,2,,18,0.7
8f528ddb-6bfd-4202-a255-1f22419bbe3b,天水圍,嘉湖山莊 7期 景湖居 7座 ,2,547,10486,,3,,25,0.77
0f633708-70cc-4de5-806d-1a9a58c55b6d,將軍澳,嘉悅 1座 ,1,357,18207,47,1,,3,
7fc1320b-e08a-466a-9191-10011e0d9614,西半山,威都閣 ,1,4057,41902,,6,3,38,
fbccf303-1ba0-48ce-96b1-ced24b6704f2,元朗,萬豐大廈 ,1,254,16535,,2,,36,0.69
253ddd0f-94c9-4ef1-901c-a205dd981183,美孚/華景,荔灣花園 B座 ,3,435,12413,,2,,42,0.84
202824cd-47ca-4c95-881c-1f39a25d8c65,奧運站,浪澄灣 5座 ,1,561,22816,,2,,15,0.76
8c6167a5-43c8-46c1-9c19-4cb23ffd3c09,將軍澳,峻瀅 II 1座 ,3,511,12485,,2,,3,
951bb6cc-2312-4e3f-8bd4-dc1156b628ff,元朗,翠韻華庭 2座 ,2,441,12244,,,,18,0.78
da773f8b-c591-4355-99cd-547f371372c4,跑馬地/東半山,快活大廈 ,2,1117,19247,,3,1,52,0.8
bfcd2665-6ffb-4288-85c2-dade7d47be5c,元朗,爾巒 茵羅洛斯大道 5座 ,1,1086,11675,,4,2,6,0.79
d129665f-9563-41c5-ab15-e06661067017,長沙灣/深水埗,順寧苑 ,2,381,15695,,1,,18,0.74
83df9299-9403-4eb8-946a-6bdd650d9a52,奧運站,柏景灣 1期 7座 ,2,466,21030,,2,,18,0.72
f0af4bb5-ccb0-4ce2-9a07-8e4c28ee5dcb,北角/炮台山,景暉閣 ,2,400,18950,,2,,34,0.73
a5ccf923-e9b2-4a5a-88ed-cd27e3482e59,元朗,元朗廣場 ,1,550,13090,31,,,30,0.8
ac21e20e-d111-49f9-8ef9-f945311b86c1,西半山,康苑 C-E座 ,3,1680,22619,45,2,,45,
e0bf19f9-0e71-46f0-bb18-6fa4e9aefcb0,屯門,豫豐花園 7座 ,1,568,11091,25,3,,14,0.74
dbb4321a-22ad-4703-bd1f-7f0483779100,西半山,豪峰 ,3,1572,21310,,4,1,22,0.73
28c6e2d8-ebd9-4ad7-86dd-974d3183b86e,堅尼地城/西營盤,縉城峰 2座 ,3,805,24844,,3,1,10,0.74
eaa7f6ba-62bb-4526-bbd8-a12e67decc63,元朗,爾巒 珍諾華大道 5座 ,3,774,10826,,4,1,6,0.8
2aa41e63-08cb-4f85-9f35-b51660f1e340,九龍灣/牛池灣,淘大花園 2A期 K座 ,3,391,14578,,,,35,0.78
021dfb9c-c075-461c-b02a-b1f3b8c2cace,鰂魚涌/康怡,南豐新邨 9座 ,3,391,18670,,2,,41,0.82
cb52d230-4923-4f69-a890-7f14a25a7d0c,麗城/青山公路(荃灣段),麗城花園 2期 6座 ,1,668,12425,,3,1,30,0.85
c273f9bd-1370-4e45-a296-abfd7365b352,何文田/京士柏,御龍居 2座 ,2,792,19949,,3,,21,0.8
d4f90477-418f-47b9-a2ab-e4a4c790fa36,荃灣,昇柏山 ,1,519,14065,,2,,5,
12a2ab4c-277a-43b0-861a-acfacf3d7327,灣仔/銅鑼灣,新豪大廈 ,2,1230,21788,,3,1,55,0.77
ec9e62ae-6305-4504-98ef-27a19f950948,西半山,寶翠園 2期 8座 ,1,1160,28448,,3,1,18,0.79
0aca2b44-de10-4a72-8e7b-f66b173f50a8,愉景灣/離島,愉景灣 5期頤峰  ,2,439,11161,,1,,29,0.85
821876ba-6b46-43ca-a183-486d55e0f718,奧運站,海桃灣 2座 ,3,773,21992,45,3,1,11,0.73
58329f85-36e9-4e1e-9234-f1367177132d,大埔墟/太和,新峰花園   ,1,912,15328,,,,23,0.8
c4706d40-ae25-430b-bd07-ceedb73f0407,太古城,太古城 星輝台 衛星閣 (49座) ,3,1328,24698,,3,2,38,0.88
d17906c6-94ad-4049-bc52-4619a3096f89,啟德,嘉匯 5座,,358,41832,,,,1,
1b627cfc-35d5-4f4e-b404-726e3a93ce7c,太古城,太古城 觀海台 北海閣 (44座) ,3,708,20480,,2,1,34,0.86
ded42ee0-476f-4a15-96e7-6b31c0161682,元朗,柏麗豪園 6座 ,2,800,12500,,,,22,0.86
27165b20-a983-47d4-bba8-5d55e2883e61,鰂魚涌/康怡,華蘭花園 翠蘭閣 ,2,390,18717,,2,,34,0.77
fa51f9b8-b5e4-417b-8663-05238dcdafbe,大埔半山/康樂園,嵐山 1期 7座 ,2,860,12790,,,,5,
51824031-20d5-4357-a387-5d986994a0e9,元朗,尚悅,,414,13405,,,,6,0.73
79cb15e4-044e-4b18-97f2-057ed8cde7e3,火炭/沙田半山/九肚山,玖瓏山 傲瓏閣 第2座,,963,16282,30,,,4,
afb290f1-c51a-407e-befb-9f1dcaf2b575,將軍澳,富麗花園 2座 ,1,410,16585,,2,,25,0.73
7d3a0d88-b8c4-4217-89da-61234e6502e3,奧運站,港灣豪庭 2期 9座 ,1,512,19140,,3,,16,0.73
797f956b-8c7e-454b-a02f-573e3cbee8b5,北角/炮台山,縉景臺 1座 ,3,478,17364,,3,,17,0.66
67c1158d-1093-4270-a7a0-0b9cddee3652,跑馬地/東半山,蔚雲閣 ,2,794,25188,50,3,1,27,0.84
d7629b2c-0e76-452a-9f9d-39b8640b1c9d,荃灣,環宇海灣 2座 ,3,901,17536,,4,1,5,
60aac876-1195-41ad-be83-2ae9c63884d3,天水圍,柏慧豪園 1期 2座 ,1,494,12145,26,2,,12,0.76
e9da8451-b657-47a5-81a7-65f5162da2ea,將軍澳,清水灣半島 2期 6座 ,2,523,14149,32,2,,17,0.75
fc481a97-c415-49f3-bb59-6e25b5607d08,元朗,Yoho Town 2期 5座 ,1,397,17128,,1,,9,0.78
320bb137-59e2-4f1c-8ddc-9be5ffb453b1,啟德,嘉匯 2座 ,2,486,31083,37,2,,1,
461d4482-89ec-4353-a796-d4a2daf1deab,土瓜灣,迎豐 ,1,196,22959,,,,2,
158cef4c-b17e-405a-865a-08e203caa3fe,西半山,雅苑 ,1,1350,30000,,2,1,27,0.77
89d494b3-09c2-44fd-ba19-98d4bd803971,屯門,邁亞美海灣 1座 ,3,438,12100,,,,28,0.77
e56417fb-76cb-4856-b1e5-53d70947a7d5,荃灣,海灣花園 2座 ,2,566,13780,,3,,28,0.78
e6eab611-38c3-480b-ae0f-b4516b86c49c,長沙灣/深水埗,曉盈 ,3,295,19491,,1,1,4,
a64981c9-b351-44ae-9073-77dda365b636,尖沙咀/佐敦,港景峰 3座 ,3,505,25742,,,,17,0.65
a47aacfa-4bab-468d-9451-044f31d82343,火炭/沙田半山/九肚山,玖瓏山 日瓏閣 第2座 ,2,450,17777,,1,,4,
bc4645ab-670d-4a87-b228-e681ae5d1b30,元朗,溱柏 5座 ,3,950,10189,23,,,5,
e64a761f-7d34-4a79-b8ad-6a1bff3c03b5,荃灣,萬景峰 3座 ,2,1009,18929,35,4,,12,0.75
9a6df316-c1f3-45d3-9709-6693196b36d9,九龍灣/牛池灣,清水灣道8號 ,2,502,17689,,,,14,0.75
bd0cfc5c-fa90-466b-8227-aa341ddba668,旺角/油麻地,柏豐28 ,1,421,18052,,2,,11,0.76
0ba5d98d-8f6e-4135-a104-39735767fbfa,奧運站,柏景灣 1期 10座 ,3,527,23719,49,2,,18,0.73
6e53f704-8245-40f8-bf54-389a74b9a693,大埔半山/康樂園,比華利山別墅 3期,,2047,13922,,,,11,0.6
a3c5ceff-0abd-42c2-910d-78ad255b925e,元朗,溱柏 1座 ,1,954,10691,,,,5,
f1467729-ef88-48d1-808f-3b379058ef60,西半山,高士台 1座 ,1,2235,44742,,4,4,6,
4e571ba3-f291-4bf3-921e-09fb77bad0d0,何文田/京士柏,賀龍居 3座 ,3,789,22179,,3,1,24,0.79
3e130344-bddc-4d4f-96e5-24a54cf7d464,將軍澳,天晉 II 1B座 ,2,551,17785,,2,,5,0.79
1572e41b-e3a8-4866-9678-8706ab81e1d2,天水圍,嘉湖山莊 3期 翠湖居 5座 ,1,449,11469,,2,,26,0.78
00a69c7a-503a-4921-ab5e-27b195456acc,元朗,爾巒 茵娜大道 8座 ,3,779,11039,,,,6,0.8
6832b112-f3ec-4fad-9e72-297bbbd2160e,元朗,好旺洋樓 ,3,271,13284,,,,36,0.66
40d3e6c4-9ae1-4ec0-8979-c60b5701bc16,尖沙咀/佐敦,金輝閣 ,1,325,15753,45,,,33,0.75
41cce026-f632-4cac-b940-adb92916eeec,將軍澳,安寧花園 5座 ,3,538,12081,9665,3,,29,0.84
65579efc-88c3-4b6a-a23b-c5ed6c6f263c,長沙灣/深水埗,晉嶺 ,3,217,18663,,,,5,0.68
4997ea95-cadb-43df-9edd-fe85a612fbe8,北角半山,賽西湖大廈 14座 ,2,1467,27198,,4,1,41,0.89
c5a1c4d5-e16c-4e5e-a570-2d288b9f597f,何文田/京士柏,常康園 ,1,1496,15374,,4,1,47,0.9
78ed9a37-f7bc-483e-9b5d-4e933be8e1d1,九龍站,天璽 21座 - 3區 (皇鑽) ,1,910,52527,,,,12,0.73
dad9072f-d516-4625-aeb3-d134a926ae1e,元朗,新元朗中心 5座 ,3,780,12820,27,3,1,26,0.85
008abc4a-966a-427c-910f-bf07e3a12e18,中半山,星域軒 2座 ,1,780,37179,,,,20,0.8
e2a2d126-6132-4311-8291-d011d6e2ca80,九龍站,Grand Austin 2座 ,2,1215,55967,66,,,5,
db8accc3-045a-4eeb-aa09-a74bb929c60b,奧運站,君匯港 名匯 (3座) ,2,478,19205,47,2,,13,0.77
d599c4cf-abe7-4199-9521-f891f934a9e6,屯門,玫瑰花園 ,3,421,11876,,2,,23,0.77
c7c1fdc1-1588-4f18-80c8-412f2242e925,屯門,海翠花園 5座 ,1,521,12476,26,2,,31,0.83
8c888abd-215e-411c-a0f3-68719a2ab804,天水圍,柏慧豪園 1期 5座 ,2,494,10627,,2,,12,0.76
6f8c9cac-644e-40c3-b4b8-f29e1030ca9b,北角/炮台山,富澤花園 富慧閣 ,3,738,17615,,3,1,31,0.84
84c0fb46-74fb-4bdc-8b75-9d450377f5ab,鰂魚涌/康怡,南豐新邨 1座 ,3,391,17851,,2,,42,0.82
4e1bf3d6-48eb-4e35-a9d8-7c03e3a05515,灣仔/銅鑼灣,安興大廈 ,3,457,15492,,2,,53,0.92
9c3baeb1-5531-4642-8ae9-a9126698d3e8,何文田/京士柏,君頤峰 7座 ,1,931,23415,,3,,15,0.76
6ad8fa27-4179-44bf-a82b-2ac146581b71,灣仔/銅鑼灣,樂滿大廈 ,2,418,22009,,1,,31,0.77
923517da-dcc7-48ae-b5f8-9a656075accf,屯門,慧豐園 4座 ,2,657,10654,,3,1,28,0.74
27675005-7322-4733-b811-6bb0893b6d7f,大圍,文禮閣 4座 ,2,622,14469,,3,1,26,0.85
f86a0993-8aa8-442d-9af4-4c849a86e9d8,太古城,太古城 海景花園(東) 雅蓮閣 (41座) ,3,922,19522,41,,,36,0.9
8d82d91c-2b8b-4a84-9301-ecb064845f98,啟德,嘉匯 3座,,708,29216,34,3,1,1,
d4fefc9a-daff-4d39-83af-4fe3df581303,天水圍,嘉湖山莊 5期 麗湖居 3座 ,3,442,10859,,2,,23,0.77
91718a7d-288b-42cd-89d7-1c5b081d7318,元朗,爾巒 菲利提諾大道 6座 ,2,471,13800,31,2,,6,0.78
152d9786-ef28-4616-bec1-4a404f10856c,奧運站,奧柏‧御峰 1座 ,3,332,20481,48,1,,7,0.78
af26bf66-c701-49d1-a093-ef6b0309e3fc,灣仔/銅鑼灣,慧賢軒 ,1,405,21975,54,1,,19,0.74
171b4cc5-9dce-45d6-9807-4fe539b6c6fb,上水/粉嶺,牽晴間 8座 ,3,384,13229,,1,,20,0.72
9a0a77c6-54e5-4190-b2eb-0b51d373010c,藍田/油塘,麗港城 4期 21座 ,2,517,14119,,,,25,0.8
757df432-19ca-4333-91aa-ee4035226f89,天水圍,嘉湖山莊 1期 樂湖居 2座 ,1,449,11804,22,2,,28,0.78
414b2e8f-40cf-4d0b-8e6f-634de8ccf1bd,將軍澳,維景灣畔 1期 2座 ,3,784,20408,,3,1,19,0.75
e42887fa-e944-47b2-82ea-940e7e0498f3,鑽石山/黃大仙,現崇山 2座 ,3,764,19633,,3,1,7,0.78
9cb705c8-8228-43a9-a17b-f6dd1dd0e918,奧運站,維港灣 5座 ,3,457,22975,,2,,19,0.75
33a92aa6-b1b6-4f0a-beaa-6fe87e1e23d1,東涌,藍天海岸 1期 5座 ,3,896,12276,27,,,17,0.75
3ffde965-bd79-4a2f-9971-375ab2fb6570,灣仔/銅鑼灣,怡明閣 ,3,309,17152,,2,,32,0.65
08b21a27-2084-468f-a902-9d7f0765a8dd,屯門,屯門市廣場 1期 4座 ,3,349,14269,,2,,32,0.71
11df5129-1a9d-4fd3-970b-2cdb0fd44106,長沙灣/深水埗,青薈 ,1,341,18768,,2,,3,
8417d2a5-b765-4938-9cd9-d25b08d61b36,元朗,翠韻華庭 2座 ,1,441,13151,,,,18,0.78
39a23eed-9089-4b3f-be33-9f8c4a40bc2a,將軍澳,嘉悅 1座 ,2,461,17787,,2,,3,
550d6069-c126-4e5a-8e1f-a241501ff43e,旺角/油麻地,利奧坊‧曉岸 1座 ,3,203,23645,74,,,2,
c862480b-1013-4d38-901c-36ef4355bd38,將軍澳,海翩匯 2座 ,3,1197,22974,,4,2,1,
84cbabae-5032-4d48-bee7-ecccd8b2bb3c,旺角/油麻地,利奧坊‧曉岸 2座 ,2,203,22167,,,,2,
ef30cf8a-55d4-4adb-a377-f5d8f82b5fb5,灣仔/銅鑼灣,珠城大廈 C座 ,1,346,18786,,1,,49,
d1bce0ec-d8a5-4d97-bcc4-476443346c27,將軍澳,天晉 天晉 1座 ,1,617,21069,,3,,8,0.76
66be8256-6d4d-4843-874d-ae67e7bb4b72,馬鞍山,新港城 3期 N座 ,3,337,17804,,2,,25,0.76
a01c2d72-3151-40c0-8712-cc568a8882c4,鰂魚涌/康怡,南豐新邨 3座 ,3,391,17902,,2,,42,0.82
8a4b32fb-5f70-4998-8f3a-da50d71515e0,天水圍,柏慧豪園 1期 6座 ,1,494,12712,,,,12,0.76
bdc87215-bdbf-4972-8fcd-4a6f29fa958b,香港仔/鴨脷洲,珍寶閣 ,2,401,18154,,1,,40,0.88
9941c678-7f71-404d-97f6-d79d18bd8b86,元朗,蝶翠峰 3期 綠庭園 18座 ,2,617,10534,,,,18,0.76
7a0210cd-f05a-42da-bd9d-2a816b8159d7,九龍站,君臨天下 3座 ,1,804,43532,57,,,16,0.75
077b1710-ff4f-4de1-a20a-f75d79fd19a1,何文田/京士柏,怡安閣 C座 ,1,707,15954,,3,,43,0.85
f271e768-9d9e-4e21-9a32-4996d7185680,屯門,聚康山莊 3座 ,1,445,13483,29,2,,15,0.77
24b598ea-9982-47c2-b5b5-98eb16d84e3a,奧運站,瓏璽 8座 ,2,1254,27910,48,4,2,8,0.78
cd8c6cc7-0f83-454f-83b1-1efe78abc171,屯門,屯門市廣場 2期 2座 ,3,327,14525,,2,,31,0.75
3770b303-f9dd-44b6-8338-3e83692dbd86,將軍澳,富寧花園 2座 ,2,592,10641,29,3,,29,0.9
92015b38-ba30-43ef-928a-56a43cf34383,荃灣,愉景新城 3期 12座 ,3,650,14615,34,,,21,0.81
fc1487ef-8d3d-4489-aead-cd2fe55a3b9a,馬鞍山,嘉華星濤灣 2座 ,3,513,15750,,,,15,0.71
